Lat Long Out
0.36199509861138635 0.6149800064810489 0
0.6553120430068066 0.5846019014506276 1
0.036219622754465636 0.26141988770326596 0
0.43445779276180946 0.346129007093037 1
0.4040684635427396 0.7054165666342542 0
0.011433878141728646 0.03646124567924306 0
0.2280332773931097 0.09079218521620841 0
0.9440134953078033 0.9466997676115713 1
0.679259929102338 0.5388221828755924 1
0.7900337682664439 0.2955480899301582 1
0.5428151636564267 0.5020562485963899 1
0.7218561711909472 0.9129757522638201 0
0.3749799394176698 0.9323003144495143 0
0.07117443281779297 0.15375834559664417 0
0.7142842642777846 0.744012193044588 1
0.29279417766433247 0.31638252644336257 1
0.40903991952953744 0.3479815298411433 1
0.6993326401143193 0.009218255526571809 0
0.0829448897523273 0.27658959585074133 0
0.5559908638571028 0.40196076030221595 1
0.4515743244739928 0.19111751868032936 1
0.5178166230309519 0.6231096040753513 0
0.24444886070900787 0.038895654909101574 0
0.25401679015910916 0.689156934327562 0
0.27353399254518923 0.9212512050969203 0
0.9468029682096653 0.7274419259493438 0
0.02935278062123262 0.27864392951309513 0
0.8072150610284196 0.84050796043296 1
0.20449023121050267 0.6162587385513129 0
0.47637618731023196 0.8698970663422623 0
0.5093940210277011 0.9812716008350082 0
0.12594121013551204 0.9430424707187361 0
0.9299899479960798 0.375556381496104 0
0.9385890283066591 0.8048100585283045 1
0.14156631790060034 0.3850351341818744 0
0.46953931675733185 0.19612730153128866 1
0.6414707445875967 0.37075372753503555 1
0.5000167724484825 0.3208299401547098 1
0.8309088087429057 0.1645911976296107 0
0.33011010961688675 0.04506832573325899 0
0.6780218799492361 0.2774215176505576 1
0.5209154910639997 0.05385254579674823 0
0.24313641349160545 0.9664100193979098 0
0.30741844985071387 0.9291063857306446 0
0.35088579127500874 0.0659481693922662 0
0.7065091277691417 0.2542557480173862 1
0.2933025971464895 0.5848022645585853 0
0.3133488351517793 0.37164614886637864 1
0.7343595503442492 0.03851178536511722 1
0.21926854509978977 0.11784904542187322 0
0.6713342206501691 0.183681064277828 1
0.3457939337972266 0.7335060416444884 0
0.2476275691706716 0.7122483523335479 0
